선수명,팀명,년도,타율,경기,타수,득점,홈런,출루율,장타율,출루율+장타율,득점권타율,추정득점,포지션,수비 승리 기여도,수비이닝 합계,도루시도,도루허용,도루성공률
강민국,KT,2021,0.244,18,45,2,0,0.292,0.289,0.581,0.235,3.6,"['2루수', '3루수']",0.0395,108,0.0,0.0,-
오윤석,KT,2021,0.244,97,164,23,4,0.358,0.384,0.742,0.16,23.9,"['2루수', '1루수']",0.46399999999999997,429 2/3,4.0,4.0,100
호잉,KT,2021,0.239,68,259,32,11,0.313,0.417,0.730,0.238,37.5,"['우익수', '중견수']",0.22449999999999998,580,7.0,5.0,71.4
조용호,KT,2021,0.236,138,428,71,0,0.349,0.273,0.622,0.33,48.6,"['좌익수', '우익수', '중견수']",-0.4606666666666667,918,21.0,12.0,57.1
신본기,KT,2021,0.236,96,174,25,1,0.333,0.299,0.632,0.306,17.6,"['2루수', '3루수', '유격수']",0.18766666666666665,482,3.0,1.0,33.3
장성우,KT,2021,0.231,127,385,46,14,0.337,0.374,0.711,0.239,49.6,['포수'],1.47,813 1/3,3.0,1.0,33.3
김태훈,KT,2021,0.230,44,87,6,1,0.256,0.333,0.589,0.2,7.0,"['우익수', '좌익수']",-0.1185,113,1.0,1.0,100
송민섭,KT,2021,0.229,122,48,39,0,0.383,0.229,0.612,0.462,8.7,"['우익수', '좌익수', '중견수']",0.215,246 1/3,16.0,15.0,93.8
문상철,KT,2021,0.219,53,96,14,2,0.292,0.344,0.636,0.25,10.1,"['1루수', '좌익수', '3루수']",0.025333333333333336,71,2.0,2.0,100
김건형,KT,2021,0.212,11,33,4,0,0.333,0.242,0.575,0.0,3.5,['우익수'],-0.177,85,1.0,1.0,100
김준태,KT,2021,0.195,58,128,17,4,0.295,0.328,0.623,0.154,13.9,['포수'],0.055,302,0.0,0.0,-
박경수,KT,2021,0.192,118,239,24,9,0.301,0.347,0.648,0.19,25.3,['2루수'],0.103,522,1.0,0.0,0.0
홍현빈,KT,2021,0.182,43,11,8,0,0.182,0.182,0.364,0.0,-0.2,"['좌익수', '우익수']",0.10250000000000001,54 2/3,1.0,0.0,0.0
이홍구,KT,2021,0.164,37,55,4,1,0.190,0.218,0.408,0.214,0.6,['포수'],0.288,143 1/3,0.0,0.0,-
고명성,KT,2021,0.000,7,1,1,0,0.000,0.000,0.000,0.0,-0.1,['유격수'],0.007,4 2/3,0.0,0.0,-
고영표,KT,2021,-,1,0,0,0,1.000,-,1.000,0.0,0.3,0,0.0,0,0.0,0.0,-
김민수,KT,2021,-,6,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김재윤,KT,2021,-,8,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박시영,KT,2021,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
심재민,KT,2021,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
안영명,KT,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
유원상,KT,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이대은,KT,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이창재,KT,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
조현우,KT,2021,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
하준호,KT,2021,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박지훈,두산,2021,0.333,34,12,6,0,0.429,0.417,0.846,0.333,2.4,"['1루수', '3루수', '유격수']",0.0425,35 2/3,4.0,3.0,75.0
박건우,두산,2021,0.325,126,458,82,6,0.400,0.441,0.841,0.325,78.9,"['우익수', '중견수']",-0.276,933,13.0,13.0,100
페르난데스,두산,2021,0.315,141,540,73,15,0.391,0.443,0.834,0.279,87.0,['1루수'],-0.561,140,2.0,0.0,0.0
조수행,두산,2021,0.286,115,84,34,1,0.417,0.369,0.786,0.231,16.9,"['중견수', '좌익수', '우익수']",0.08666666666666667,276,25.0,21.0,84.0
최용제,두산,2021,0.279,79,104,7,0,0.356,0.308,0.664,0.279,13.1,['포수'],-0.094,189,0.0,0.0,-
허경민,두산,2021,0.278,136,468,61,5,0.338,0.365,0.703,0.285,51.8,['3루수'],-2.361,984 2/3,12.0,5.0,41.7
김재환,두산,2021,0.274,137,475,86,27,0.382,0.501,0.883,0.338,91.3,['좌익수'],-1.475,948,5.0,2.0,40.0
양석환,두산,2021,0.273,133,488,66,28,0.337,0.490,0.827,0.29,80.1,['1루수'],-1.899,1014 1/3,5.0,2.0,40.0
박계범,두산,2021,0.267,118,322,44,5,0.368,0.357,0.725,0.267,45.3,"['유격수', '2루수', '3루수']",0.19566666666666666,831 1/3,7.0,4.0,57.1
정수빈,두산,2021,0.259,104,313,50,3,0.326,0.374,0.700,0.301,37.4,['중견수'],0.072,731 2/3,19.0,12.0,63.2
김인태,두산,2021,0.259,133,344,51,8,0.373,0.378,0.751,0.337,51.8,"['우익수', '좌익수', '1루수']",0.35566666666666663,726,2.0,0.0,0.0
안재석,두산,2021,0.255,96,200,28,2,0.317,0.345,0.662,0.213,23.4,"['유격수', '2루수', '3루수']",0.14666666666666667,481 1/3,1.0,1.0,100
전민재,두산,2021,0.250,9,4,1,0,0.200,0.250,0.450,0.0,0.6,"['3루수', '2루수']",-0.020500000000000004,12,0.0,0.0,-
강승호,두산,2021,0.239,113,301,47,7,0.301,0.375,0.676,0.287,34.6,"['2루수', '3루수', '1루수']",0.429,761 1/3,10.0,8.0,80.0
안권수,두산,2021,0.238,87,42,17,0,0.289,0.286,0.575,0.267,4.3,"['우익수', '좌익수', '중견수']",0.06866666666666667,166,3.0,3.0,100
장승현,두산,2021,0.232,92,177,18,2,0.332,0.322,0.654,0.365,21.0,['포수'],-0.077,505,0.0,0.0,-
박세혁,두산,2021,0.219,96,237,25,0,0.296,0.270,0.566,0.258,19.9,['포수'],0.627,575 1/3,6.0,4.0,66.7
권민석,두산,2021,0.214,33,14,8,0,0.267,0.357,0.624,0.25,1.2,"['2루수', '3루수', '1루수']",0.031,52,0.0,0.0,-
김재호,두산,2021,0.209,89,211,23,1,0.306,0.261,0.567,0.186,18.6,['유격수'],0.598,543,2.0,1.0,50.0
신성현,두산,2021,0.182,11,11,3,0,0.400,0.182,0.582,0.0,1.5,"['3루수', '1루수']",-0.11349999999999999,30,0.0,0.0,-
오재원,두산,2021,0.167,45,72,6,0,0.228,0.208,0.436,0.05,2.8,"['2루수', '1루수']",0.075,165,2.0,2.0,100
국해성,두산,2021,0.125,4,8,0,0,0.125,0.125,0.250,0.0,-0.1,['우익수'],0.01,13,0.0,0.0,-
권휘,두산,2021,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김강률,두산,2021,-,8,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김명신,두산,2021,-,4,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김민규,두산,2021,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김민혁,두산,2021,0.000,6,6,0,0,0.250,0.000,0.250,0.0,0.1,"['1루수', '3루수']",-0.0015,3,0.0,0.0,-
남호,두산,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
문원,두산,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박성재,두산,2021,0.000,1,1,0,0,0.000,0.000,0.000,0.0,-0.1,0,0.0,0,0.0,0.0,-
박소준,두산,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박치국,두산,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
백동훈,두산,2021,0.000,5,3,1,0,0.000,0.000,0.000,0.0,-0.3,['중견수'],0.142,8,0.0,0.0,-
서예일,두산,2021,0.000,5,1,0,0,0.000,0.000,0.000,0.0,-0.1,['3루수'],-0.014,7,0.0,0.0,-
오명진,두산,2021,0.000,2,3,1,0,0.000,0.000,0.000,0.0,-0.3,"['3루수', '2루수']",-0.0965,4,0.0,0.0,-
윤명준,두산,2021,-,4,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이교훈,두산,2021,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이승진,두산,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이영하,두산,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
홍건희,두산,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
황경태,두산,2021,0.000,1,1,0,0,0.000,0.000,0.000,0.0,-0.1,['2루수'],-0.068,4,0.0,0.0,-
김성표,삼성,2021,0.333,39,18,10,0,0.478,0.333,0.811,0.25,3.6,['중견수'],-0.085,65 1/3,3.0,2.0,66.7
구자욱,삼성,2021,0.306,139,543,107,22,0.361,0.519,0.880,0.283,103.8,['우익수'],0.235,1085,31.0,27.0,87.1
박해민,삼성,2021,0.291,127,454,78,5,0.383,0.377,0.760,0.327,74.3,"['중견수', '1루수']",0.3325,1004,51.0,36.0,70.6
강민호,삼성,2021,0.291,123,406,55,18,0.361,0.478,0.839,0.25,66.6,['포수'],1.144,934,0.0,0.0,-
피렐라,삼성,2021,0.286,140,553,102,29,0.359,0.495,0.854,0.288,96.3,['좌익수'],-0.46,295 1/3,15.0,9.0,60.0
오재일,삼성,2021,0.285,120,418,64,25,0.366,0.512,0.878,0.276,79.9,['1루수'],-0.317,936,1.0,1.0,100
김헌곤,삼성,2021,0.281,118,317,38,4,0.355,0.356,0.711,0.217,41.7,"['좌익수', '우익수', '중견수']",-0.17900000000000002,814 1/3,9.0,5.0,55.6
최영진,삼성,2021,0.281,44,57,9,1,0.349,0.421,0.770,0.267,8.3,"['3루수', '1루수']",-0.11649999999999999,122 2/3,1.0,1.0,100
김지찬,삼성,2021,0.274,120,296,50,1,0.331,0.304,0.635,0.278,36.7,"['유격수', '2루수', '3루수']",0.07833333333333334,762 1/3,27.0,23.0,85.2
김민수,삼성,2021,0.263,47,76,9,3,0.318,0.447,0.765,0.217,11.2,['포수'],0.056,201 1/3,0.0,0.0,-
강한울,삼성,2021,0.260,124,223,25,0,0.341,0.283,0.624,0.339,23.7,"['3루수', '유격수', '2루수']",-0.158,550 2/3,4.0,2.0,50.0
김현준,삼성,2021,0.250,13,4,2,0,0.250,0.250,0.500,0.0,-0.1,"['우익수', '좌익수']",0.0415,15 2/3,0.0,0.0,-
김동엽,삼성,2021,0.238,69,185,20,4,0.286,0.351,0.637,0.258,20.3,['좌익수'],-0.223,193 2/3,3.0,2.0,66.7
김상수,삼성,2021,0.235,132,429,46,3,0.320,0.301,0.621,0.223,43.1,['2루수'],0.017,1039,6.0,4.0,66.7
송준석,삼성,2021,0.235,19,51,5,2,0.291,0.392,0.683,0.188,5.7,['좌익수'],-0.042,90,0.0,0.0,-
이원석,삼성,2021,0.231,131,399,40,9,0.341,0.346,0.687,0.309,53.5,"['3루수', '1루수']",-0.1375,870,1.0,1.0,100
김호재,삼성,2021,0.227,87,75,9,0,0.322,0.253,0.575,0.333,7.8,"['1루수', '3루수', '유격수']",-0.0185,213,0.0,0.0,-
오선진,삼성,2021,0.214,23,42,5,0,0.283,0.214,0.497,0.154,2.1,"['유격수', '2루수']",-0.124,114,0.0,0.0,-
이학주,삼성,2021,0.206,66,155,17,4,0.276,0.335,0.611,0.244,13.8,['유격수'],-0.116,401 2/3,4.0,2.0,50.0
박승규,삼성,2021,0.182,59,66,13,3,0.299,0.333,0.632,0.143,6.3,"['좌익수', '중견수', '우익수']",0.25866666666666666,165,2.0,1.0,50.0
김성윤,삼성,2021,0.167,30,18,7,0,0.158,0.167,0.325,0.4,0.2,"['우익수', '중견수', '좌익수']",-0.10566666666666667,51 2/3,1.0,0.0,0.0
김도환,삼성,2021,0.146,25,41,1,0,0.222,0.195,0.417,0.0,1.2,['포수'],0.131,113 2/3,1.0,0.0,0.0
권정웅,삼성,2021,0.000,2,1,0,0,0.000,0.000,0.000,0.0,-0.1,['포수'],0.004,3,0.0,0.0,-
김윤수,삼성,2021,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김응민,삼성,2021,0.000,1,2,0,0,0.000,0.000,0.000,0.0,-0.2,['포수'],-0.001,7,0.0,0.0,-
노건우,삼성,2021,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
문용익,삼성,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
백승민,삼성,2021,0.000,4,3,0,0,0.000,0.000,0.000,0.0,-0.3,0,0.0,0,0.0,0.0,-
안주형,삼성,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
오승환,삼성,2021,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이재익,삼성,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이태훈,삼성,2021,0.000,3,2,0,0,0.000,0.000,0.000,0.0,-0.2,0,0.0,0,0.0,0.0,-
홍창기,LG,2021,0.328,144,524,103,4,0.456,0.408,0.864,0.343,106.4,"['중견수', '우익수', '좌익수']",-0.19199999999999998,1117 2/3,31.0,23.0,74.2
이상호,LG,2021,0.308,45,65,5,0,0.318,0.338,0.656,0.55,6.0,"['2루수', '3루수', '1루수']",-0.011749999999999997,180,3.0,2.0,66.7
한석현,LG,2021,0.286,16,21,5,0,0.385,0.476,0.861,0.0,4.3,"['좌익수', '우익수', '중견수']",-0.03533333333333333,58,2.0,2.0,100
김현수,LG,2021,0.285,140,506,70,17,0.376,0.435,0.811,0.279,88.7,"['좌익수', '1루수']",-0.279,631,3.0,3.0,100
채은성,LG,2021,0.276,110,387,59,16,0.359,0.452,0.811,0.317,64.6,['우익수'],-0.654,641 1/3,6.0,4.0,66.7
오지환,LG,2021,0.254,134,464,62,8,0.335,0.356,0.691,0.248,58.2,['유격수'],2.706,1060 2/3,18.0,12.0,66.7
서건창,LG,2021,0.253,144,513,78,6,0.350,0.343,0.693,0.24,65.6,['2루수'],0.508,1038 1/3,16.0,12.0,75.0
유강남,LG,2021,0.252,130,397,39,11,0.317,0.375,0.692,0.254,46.9,['포수'],0.678,961,2.0,2.0,100
이재원,LG,2021,0.247,62,154,22,5,0.316,0.383,0.699,0.191,19.8,"['우익수', '좌익수', '중견수']",0.07866666666666666,366,6.0,5.0,83.3
라모스,LG,2021,0.243,51,185,14,8,0.317,0.422,0.739,0.218,25.2,['1루수'],-0.246,287,0.0,0.0,-
이영빈,LG,2021,0.243,72,148,21,2,0.323,0.345,0.668,0.297,17.7,"['1루수', '2루수', '유격수']",-0.03925000000000001,296,9.0,6.0,66.7
정주현,LG,2021,0.238,73,181,26,3,0.327,0.337,0.664,0.159,20.3,['2루수'],0.204,505,6.0,3.0,50.0
문보경,LG,2021,0.230,107,278,37,8,0.337,0.363,0.700,0.324,37.5,"['1루수', '3루수', '2루수']",0.082,664,4.0,3.0,75.0
문성주,LG,2021,0.228,31,79,11,1,0.303,0.278,0.581,0.375,7.5,"['좌익수', '중견수', '우익수']",0.09466666666666666,181,2.0,1.0,50.0
김민성,LG,2021,0.222,121,360,35,8,0.313,0.350,0.663,0.207,42.7,"['3루수', '2루수', '유격수']",0.39599999999999996,861 2/3,6.0,3.0,50.0
이형종,LG,2021,0.218,90,239,32,10,0.332,0.389,0.721,0.154,30.9,"['좌익수', '우익수', '중견수']",-0.19466666666666668,305,4.0,3.0,75.0
이성우,LG,2021,0.212,36,33,0,0,0.235,0.212,0.447,0.111,1.3,['포수'],0.055,112 2/3,0.0,0.0,-
이천웅,LG,2021,0.199,68,181,20,2,0.305,0.271,0.576,0.273,13.9,"['중견수', '좌익수']",-0.11649999999999999,405,5.0,3.0,60.0
보어,LG,2021,0.170,32,100,7,3,0.265,0.280,0.545,0.16,9.2,['1루수'],-0.284,200,0.0,0.0,-
김주성,LG,2021,0.167,3,6,1,1,0.286,0.667,0.953,0.0,1.3,['3루수'],-0.258,12,0.0,0.0,-
김용의,LG,2021,0.148,102,27,19,0,0.351,0.222,0.573,0.125,4.6,"['1루수', '중견수', '좌익수']",0.206,159 2/3,6.0,6.0,100
안익훈,LG,2021,0.143,48,14,4,0,0.250,0.214,0.464,0.0,0.4,"['중견수', '우익수', '좌익수']",-0.08800000000000001,82,0.0,0.0,-
김재성,LG,2021,0.138,58,65,6,1,0.208,0.246,0.454,0.105,3.2,['포수'],-0.179,198 2/3,1.0,1.0,100
구본혁,LG,2021,0.132,123,38,10,0,0.205,0.184,0.389,0.2,2.1,"['유격수', '2루수', '3루수']",0.072,265,0.0,0.0,-
신민재,LG,2021,0.130,32,23,8,0,0.259,0.130,0.389,0.4,1.1,"['2루수', '중견수', '좌익수']",0.0008,64,3.0,2.0,66.7
이주형,LG,2021,0.125,14,16,3,0,0.222,0.125,0.347,0.0,0.4,"['1루수', '중견수']",0.05299999999999999,25,3.0,2.0,66.7
손호영,LG,2021,0.100,8,10,2,0,0.250,0.100,0.350,0.0,0.4,"['유격수', '3루수']",-0.08099999999999999,31 2/3,0.0,0.0,-
고우석,LG,2021,-,5,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김지용,LG,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김진수,LG,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김호은,LG,2021,0.000,7,9,0,0,0.000,0.000,0.000,0.0,-0.8,['1루수'],0.021,9,0.0,0.0,-
류원석,LG,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이상규,LG,2021,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이상영,LG,2021,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이우찬,LG,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이정용,LG,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이찬혁,LG,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
장준원,LG,2021,0.000,5,3,0,0,0.000,0.000,0.000,0.0,-0.3,['3루수'],-0.042,5,0.0,0.0,-
진해수,LG,2021,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
채원후,LG,2021,-,4,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
최민창,LG,2021,0.000,3,2,0,0,0.000,0.000,0.000,0.0,-0.2,['중견수'],0.0,3,0.0,0.0,-
최성훈,LG,2021,-,5,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이정후,키움,2021,0.360,123,464,78,7,0.438,0.522,0.960,0.341,100.8,['중견수'],3.0,966 2/3,13.0,10.0,76.9
김혜성,키움,2021,0.304,144,559,99,3,0.372,0.367,0.739,0.289,88.0,"['유격수', '2루수']",17.5,1188 2/3,50.0,46.0,92.0
이용규,키움,2021,0.296,133,459,88,1,0.392,0.373,0.765,0.276,76.0,"['좌익수', '우익수', '중견수']",1.0,1003,19.0,17.0,89.5
송우현,키움,2021,0.296,69,250,34,3,0.370,0.416,0.786,0.361,37.3,['우익수'],1.0,561 1/3,2.0,1.0,50.0
김은성,키움,2021,0.278,6,18,1,0,0.278,0.444,0.722,0.4,1.9,['좌익수'],0.0,44,0.0,0.0,-
이지영,키움,2021,0.275,108,233,29,0,0.328,0.305,0.633,0.328,22.6,['포수'],3.0,508 2/3,4.0,3.0,75.0
프레이타스,키움,2021,0.259,43,139,13,2,0.297,0.374,0.671,0.211,13.1,"['포수', '1루수']",0.5,61 1/3,0.0,0.0,-
박동원,키움,2021,0.249,131,413,61,22,0.342,0.460,0.802,0.277,65.6,['포수'],5.0,560 1/3,2.0,2.0,100
송성문,키움,2021,0.249,66,245,30,6,0.320,0.371,0.691,0.267,30.5,"['3루수', '2루수', '1루수']",2.3333333333333335,535 2/3,0.0,0.0,-
크레익,키움,2021,0.248,61,222,25,6,0.320,0.383,0.703,0.27,27.0,"['1루수', '우익수']",1.5,366 2/3,1.0,0.0,0.0
김웅빈,키움,2021,0.241,97,232,24,6,0.357,0.384,0.741,0.315,35.0,['3루수'],4.0,364 2/3,2.0,1.0,50.0
변상권,키움,2021,0.239,72,159,19,0,0.275,0.321,0.596,0.213,14.5,"['좌익수', '중견수']",0.0,372 2/3,0.0,0.0,-
박병호,키움,2021,0.227,118,409,48,20,0.323,0.430,0.753,0.233,60.2,['1루수'],6.0,810 2/3,1.0,0.0,0.0
김수환,키움,2021,0.220,13,41,5,2,0.250,0.415,0.665,0.25,4.1,"['1루수', '3루수']",1.0,87 1/3,0.0,0.0,-
김재현,키움,2021,0.217,39,46,2,0,0.265,0.370,0.635,0.176,3.6,['포수'],1.0,139,1.0,0.0,0.0
김병휘,키움,2021,0.200,13,10,5,0,0.273,0.200,0.473,0.333,0.6,"['2루수', '유격수']",0.5,27,0.0,0.0,-
박준태,키움,2021,0.196,27,46,10,0,0.362,0.261,0.623,0.214,6.0,"['우익수', '중견수', '좌익수']",0.0,136,1.0,1.0,100
전병우,키움,2021,0.187,115,214,35,6,0.319,0.308,0.627,0.286,26.1,"['3루수', '1루수', '2루수']",2.25,618,4.0,3.0,75.0
김주형,키움,2021,0.180,36,50,5,0,0.388,0.240,0.628,0.364,7.4,"['유격수', '3루수', '2루수']",1.6666666666666667,183 2/3,1.0,1.0,100
신준우,키움,2021,0.167,56,42,7,0,0.280,0.238,0.518,0.154,2.9,"['유격수', '2루수', '3루수']",1.6666666666666667,164 1/3,1.0,0.0,0.0
이명기,키움,2021,0.167,3,6,0,0,0.375,0.167,0.542,0.0,0.7,['1루수'],0.0,12,0.0,0.0,-
예진원,키움,2021,0.158,52,114,16,1,0.248,0.254,0.502,0.105,7.1,"['중견수', '좌익수', '우익수']",0.0,303 2/3,1.0,0.0,0.0
허정협,키움,2021,0.156,29,45,5,0,0.269,0.156,0.425,0.214,2.0,"['좌익수', '우익수']",0.0,69,0.0,0.0,-
문찬종,키움,2021,0.143,13,14,0,0,0.294,0.143,0.437,0.333,0.5,"['2루수', '3루수', '유격수']",0.0,40 1/3,0.0,0.0,-
김휘집,키움,2021,0.129,34,70,9,1,0.279,0.186,0.465,0.313,5.8,"['3루수', '유격수', '2루수']",2.3333333333333335,206,1.0,1.0,100
임지열,키움,2021,0.120,19,25,5,0,0.267,0.120,0.387,0.0,0.5,"['좌익수', '우익수']",0.0,55,1.0,0.0,0.0
박주홍,키움,2021,0.106,23,47,4,0,0.250,0.149,0.399,0.071,1.5,"['좌익수', '1루수']",0.0,60,2.0,1.0,50.0
이주형,키움,2021,0.100,5,10,1,1,0.182,0.400,0.582,0.25,0.9,['좌익수'],0.0,1,0.0,0.0,-
김동욱,키움,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김성민,키움,2021,-,5,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김성진,키움,2021,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김재웅,키움,2021,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김정인,키움,2021,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김태훈,키움,2021,-,5,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
문성현,키움,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박관진,키움,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박승주,키움,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박정음,키움,2021,0.000,70,14,19,0,0.167,0.000,0.167,0.0,-0.2,"['좌익수', '중견수', '우익수']",0.0,84,6.0,4.0,66.7
양현,키움,2021,-,4,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
오주원,키움,2021,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
윤정현,키움,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이승호,키움,2021,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
장재영,키움,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
