선수명,팀명,년도,타율,경기,타수,득점,홈런,출루율,장타율,출루율+장타율,득점권타율,추정득점,포지션,수비 승리 기여도,수비이닝 합계,도루시도,도루허용,도루성공률
조상우,키움,2021,-,4,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
조영건,키움,2021,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
라가레스,SSG,2022,0.315,49,181,24,6,0.362,0.464,0.826,0.378,29.8,['좌익수'],0.235,394 2/3,4.0,3.0,75.0
최지훈,SSG,2022,0.304,144,569,93,10,0.362,0.427,0.789,0.362,90.0,"['중견수', '좌익수', '우익수']",0.5776666666666667,1239 1/3,38.0,31.0,81.6
김강민,SSG,2022,0.303,84,178,24,5,0.375,0.449,0.824,0.317,28.9,['중견수'],0.175,341,4.0,1.0,25.0
최경모,SSG,2022,0.301,98,73,16,0,0.311,0.329,0.640,0.333,7.1,"['3루수', '2루수', '유격수']",0.15733333333333333,249,2.0,2.0,100
박성한,SSG,2022,0.298,140,494,68,2,0.375,0.374,0.749,0.31,70.7,['유격수'],2.979,1176,20.0,12.0,60.0
이정범,SSG,2022,0.273,7,11,2,0,0.273,0.273,0.546,0.5,0.8,"['우익수', '좌익수']",-0.0165,18,0.0,0.0,-
최정,SSG,2022,0.266,121,414,80,26,0.386,0.505,0.891,0.292,85.1,['3루수'],0.179,958 1/3,17.0,12.0,70.6
한유섬,SSG,2022,0.264,135,458,62,21,0.372,0.478,0.850,0.284,82.7,['우익수'],0.067,979 2/3,2.0,1.0,50.0
추신수,SSG,2022,0.259,112,409,77,16,0.382,0.430,0.812,0.299,73.8,['우익수'],0.041,17,20.0,15.0,75.0
최준우,SSG,2022,0.250,10,12,0,0,0.375,0.250,0.625,0.0,2.1,['2루수'],0.0,25,0.0,0.0,-
전의산,SSG,2022,0.249,77,241,36,13,0.316,0.481,0.797,0.323,35.1,['1루수'],-0.961,477 2/3,0.0,0.0,-
오태곤,SSG,2022,0.232,130,263,48,4,0.293,0.338,0.631,0.257,28.1,"['좌익수', '1루수', '우익수']",0.1022,673,15.0,11.0,73.3
오준혁,SSG,2022,0.230,47,61,3,0,0.288,0.262,0.550,0.286,3.4,"['우익수', '좌익수']",0.12,93 1/3,0.0,0.0,-
김재현,SSG,2022,0.222,18,18,2,0,0.222,0.278,0.500,0.222,0.3,['3루수'],-0.235,49,0.0,0.0,-
석정우,SSG,2022,0.222,9,9,1,0,0.222,0.222,0.444,0.0,0.0,"['2루수', '3루수', '유격수']",0.02866666666666667,25,1.0,0.0,0.0
크론,SSG,2022,0.222,67,243,21,11,0.255,0.420,0.675,0.158,27.6,['1루수'],-0.749,533 2/3,0.0,0.0,-
김민식,SSG,2022,0.221,104,222,30,2,0.320,0.297,0.617,0.254,24.4,['포수'],0.532,595,0.0,0.0,-
김성현,SSG,2022,0.219,130,302,38,2,0.295,0.275,0.570,0.238,24.1,"['2루수', '3루수', '유격수']",0.252,854,6.0,3.0,50.0
하재훈,SSG,2022,0.215,60,107,18,6,0.246,0.458,0.704,0.172,13.7,"['좌익수', '중견수', '우익수']",-0.11966666666666666,209 2/3,1.0,1.0,100
최주환,SSG,2022,0.211,97,298,36,9,0.288,0.362,0.650,0.195,32.5,"['2루수', '1루수']",-0.316,592 2/3,0.0,0.0,-
이재원,SSG,2022,0.201,105,234,27,4,0.296,0.278,0.574,0.208,19.4,['포수'],0.497,660 1/3,1.0,1.0,100
조형우,SSG,2022,0.167,9,12,2,0,0.231,0.250,0.481,1.0,0.6,['포수'],-0.046,20,0.0,0.0,-
안상현,SSG,2022,0.158,46,38,12,2,0.273,0.316,0.589,0.273,3.7,"['2루수', '유격수']",0.097,105,2.0,2.0,100
이현석,SSG,2022,0.133,9,15,0,0,0.133,0.133,0.266,0.25,-0.6,['포수'],-0.012,35,0.0,0.0,-
이흥련,SSG,2022,0.133,22,45,4,0,0.250,0.178,0.428,0.111,1.5,['포수'],0.046,139,0.0,0.0,-
최항,SSG,2022,0.100,15,20,0,0,0.208,0.100,0.308,0.0,0.7,"['3루수', '1루수']",-0.025,16,0.0,0.0,-
최상민,SSG,2022,0.071,27,14,3,0,0.235,0.071,0.306,0.0,0.6,"['우익수', '좌익수', '중견수']",0.0040000000000000036,58,4.0,3.0,75.0
고효준,SSG,2022,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김규남,SSG,2022,0.000,2,5,0,0,0.000,0.000,0.000,0.0,-0.8,"['우익수', '좌익수']",-0.0245,10,0.0,0.0,-
김택형,SSG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박민호,SSG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
서동민,SSG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
전경원,SSG,2022,0.000,1,1,0,0,0.000,0.000,0.000,0.0,-0.1,0,0.0,0,0.0,0.0,-
조요한,SSG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
최민준,SSG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이정후,키움,2022,0.349,142,553,85,23,0.421,0.575,0.996,0.387,120.2,['중견수'],0.211,1155 1/3,5.0,5.0,100
김혜성,키움,2022,0.318,129,516,81,4,0.373,0.403,0.776,0.295,78.5,"['2루수', '유격수']",1.2365,1085 2/3,41.0,34.0,82.9
푸이그,키움,2022,0.277,126,473,65,21,0.367,0.474,0.841,0.268,83.4,['우익수'],-1.583,842 2/3,9.0,6.0,66.7
임지열,키움,2022,0.275,40,131,16,1,0.331,0.344,0.675,0.306,15.7,['좌익수'],0.031,155,1.0,1.0,100
김태진,키움,2022,0.268,77,254,37,0,0.315,0.295,0.610,0.211,23.3,"['1루수', '2루수', '좌익수']",0.011800000000000005,523,3.0,1.0,33.3
이지영,키움,2022,0.267,137,420,38,2,0.303,0.331,0.634,0.262,36.4,['포수'],2.193,994 2/3,2.0,1.0,50.0
이명기,키움,2022,0.250,2,4,0,0,0.250,0.250,0.500,0.0,0.2,0,0.0,0,0.0,0.0,-
이재홍,키움,2022,0.250,4,4,0,0,0.250,0.250,0.500,0.0,0.2,"['2루수', '3루수']",0.022000000000000002,11,0.0,0.0,-
송성문,키움,2022,0.247,142,547,67,13,0.302,0.371,0.673,0.269,63.4,['3루수'],0.953,1216,1.0,0.0,0.0
김웅빈,키움,2022,0.226,45,115,17,1,0.326,0.313,0.639,0.129,11.7,['1루수'],0.268,77 2/3,2.0,0.0,0.0
박주홍,키움,2022,0.224,21,49,4,0,0.333,0.286,0.619,0.111,5.0,"['좌익수', '우익수']",-0.007999999999999997,77,0.0,0.0,-
김휘집,키움,2022,0.222,112,333,40,8,0.326,0.336,0.662,0.177,40.9,"['유격수', '2루수', '3루수']",-0.39266666666666666,818,0.0,0.0,-
박찬혁,키움,2022,0.211,52,161,13,6,0.274,0.354,0.628,0.237,15.8,"['좌익수', '우익수', '1루수']",-0.18800000000000003,167,1.0,0.0,0.0
김재현,키움,2022,0.207,56,82,4,1,0.233,0.293,0.526,0.286,4.7,['포수'],-0.411,217 1/3,0.0,0.0,-
전병우,키움,2022,0.203,115,197,14,5,0.288,0.315,0.603,0.103,18.6,"['1루수', '3루수']",0.054,548 1/3,0.0,0.0,-
김주형,키움,2022,0.200,55,110,16,1,0.305,0.309,0.614,0.0,10.8,"['유격수', '2루수']",-0.0675,310 1/3,1.0,1.0,100
이용규,키움,2022,0.199,86,271,34,0,0.326,0.221,0.547,0.211,25.8,"['좌익수', '중견수', '우익수']",-0.13733333333333334,465 1/3,14.0,12.0,85.7
김준완,키움,2022,0.192,111,317,43,1,0.339,0.246,0.585,0.219,35.3,"['좌익수', '우익수', '중견수']",-0.27566666666666667,738 1/3,2.0,1.0,50.0
이병규,키움,2022,0.184,24,38,7,0,0.225,0.263,0.488,0.25,2.2,"['1루수', '좌익수', '중견수']",-0.010666666666666666,54,1.0,1.0,100
김수환,키움,2022,0.179,57,140,18,4,0.297,0.307,0.604,0.107,15.4,['1루수'],-0.465,297,0.0,0.0,-
이주형,키움,2022,0.169,32,71,7,1,0.294,0.211,0.505,0.143,6.2,['1루수'],-0.142,75,0.0,0.0,-
박준태,키움,2022,0.157,52,70,9,1,0.289,0.257,0.546,0.235,6.2,"['우익수', '좌익수', '중견수']",-0.06,206,0.0,0.0,-
신준우,키움,2022,0.140,76,43,6,0,0.288,0.209,0.497,0.091,3.3,"['유격수', '2루수']",0.1745,212 1/3,0.0,0.0,-
예진원,키움,2022,0.100,20,10,0,0,0.308,0.100,0.408,0.0,0.7,"['좌익수', '우익수', '중견수']",0.027999999999999997,30,0.0,0.0,-
김시앙,키움,2022,0.083,13,12,1,0,0.154,0.083,0.237,0.0,-0.5,['포수'],-0.049,36 1/3,0.0,0.0,-
강민국,키움,2022,0.000,3,3,0,0,0.250,0.000,0.250,0.0,0.1,"['유격수', '2루수']",-0.0135,7,0.0,0.0,-
김성진,키움,2022,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김태훈,키움,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
노운현,키움,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박승주,키움,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박주성,키움,2022,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
애플러,키움,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
하영민,키움,2022,-,3,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
문보경,LG,2022,0.315,126,406,52,9,0.382,0.451,0.833,0.287,69.7,"['3루수', '1루수']",0.293,1006 2/3,7.0,7.0,100
문성주,LG,2022,0.303,106,327,55,6,0.401,0.422,0.823,0.265,53.0,"['우익수', '좌익수']",0.363,455 1/3,15.0,9.0,60.0
채은성,LG,2022,0.296,126,467,48,12,0.354,0.437,0.791,0.279,69.8,"['1루수', '우익수']",-0.487,968,13.0,6.0,46.2
박해민,LG,2022,0.289,144,570,97,3,0.347,0.368,0.715,0.333,78.4,['중견수'],2.591,1205,30.0,24.0,80.0
김현수,LG,2022,0.286,141,524,78,23,0.375,0.473,0.848,0.275,93.6,['좌익수'],-0.829,802 1/3,3.0,2.0,66.7
홍창기,LG,2022,0.286,118,437,76,1,0.390,0.355,0.745,0.385,66.7,"['우익수', '중견수', '좌익수']",0.14666666666666667,898,17.0,13.0,76.5
오지환,LG,2022,0.269,142,494,75,25,0.357,0.470,0.827,0.32,84.1,['유격수'],2.123,1167,27.0,20.0,74.1
이형종,LG,2022,0.264,26,53,3,0,0.323,0.321,0.644,0.231,7.3,"['우익수', '1루수']",0.087,34 2/3,0.0,0.0,-
손호영,LG,2022,0.257,36,74,13,3,0.309,0.432,0.741,0.455,9.1,"['2루수', '유격수', '3루수']",-0.0915,193,3.0,0.0,0.0
유강남,LG,2022,0.255,139,416,54,8,0.326,0.351,0.677,0.255,48.2,['포수'],1.016,1008 1/3,0.0,0.0,-
이상호,LG,2022,0.250,60,72,9,0,0.299,0.278,0.577,0.15,5.5,"['2루수', '1루수', '3루수']",-0.04925000000000001,188,3.0,1.0,33.3
허도환,LG,2022,0.247,64,85,7,1,0.281,0.341,0.622,0.174,7.3,['포수'],-0.213,254 2/3,0.0,0.0,-
송찬의,LG,2022,0.236,33,72,8,3,0.282,0.417,0.699,0.294,9.2,"['2루수', '우익수', '1루수']",0.048999999999999995,163,3.0,2.0,66.7
이재원,LG,2022,0.224,85,223,31,13,0.316,0.453,0.769,0.262,33.0,"['좌익수', '우익수', '중견수']",-0.12866666666666668,310,4.0,3.0,75.0
서건창,LG,2022,0.224,77,219,39,2,0.299,0.306,0.605,0.172,20.7,['2루수'],-0.414,474,11.0,8.0,72.7
김기연,LG,2022,0.222,12,9,0,0,0.222,0.222,0.444,0.5,0.3,['포수'],0.029,24,0.0,0.0,-
한석현,LG,2022,0.222,6,9,1,0,0.222,0.222,0.444,0.0,0.1,"['우익수', '중견수', '좌익수']",0.007999999999999998,27,1.0,0.0,0.0
김민성,LG,2022,0.207,92,140,16,3,0.273,0.300,0.573,0.211,11.1,"['3루수', '2루수']",-0.158,358 1/3,1.0,0.0,0.0
가르시아,LG,2022,0.206,39,136,21,4,0.308,0.353,0.661,0.2,15.3,"['2루수', '3루수', '유격수']",-0.048666666666666664,330 1/3,5.0,4.0,80.0
이천웅,LG,2022,0.200,19,20,3,0,0.304,0.200,0.504,0.0,1.6,"['좌익수', '중견수']",-0.041499999999999995,24,0.0,0.0,-
최민창,LG,2022,0.200,4,5,1,0,0.200,0.200,0.400,0.0,0.1,"['좌익수', '우익수', '중견수']",-0.011333333333333334,13,0.0,0.0,-
이영빈,LG,2022,0.184,60,76,16,1,0.253,0.263,0.516,0.077,4.1,"['유격수', '2루수', '1루수']",0.05266666666666667,144,0.0,0.0,-
루이즈,LG,2022,0.155,27,84,10,1,0.234,0.262,0.496,0.176,4.1,"['3루수', '2루수']",0.0295,209,1.0,1.0,100
고우석,LG,2022,0.000,4,1,0,0,0.000,0.000,0.000,0.0,-0.1,0,0.0,0,0.0,0.0,-
김진성,LG,2022,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김호은,LG,2022,0.000,2,2,0,0,0.000,0.000,0.000,0.0,-0.2,['1루수'],-0.002,3,0.0,0.0,-
박용택,LG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
박재욱,LG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
배재준,LG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
백승현,LG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
송승기,LG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
송은범,LG,2022,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
신민재,LG,2022,0.000,14,3,2,0,0.000,0.000,0.000,0.0,-0.6,['중견수'],0.112,8,4.0,2.0,50.0
안익훈,LG,2022,0.000,14,3,0,0,0.250,0.000,0.250,0.0,0.1,"['우익수', '중견수', '좌익수']",-0.005666666666666666,25,0.0,0.0,-
정우영,LG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
진해수,LG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
채원후,LG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
최동환,LG,2022,-,4,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
최성훈,LG,2022,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
함덕주,LG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
허준혁,LG,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
문상준,KT,2022,0.333,2,3,0,0,0.333,0.667,1.000,1.0,0.5,0,0.0,0,0.0,0.0,-
전진영,KT,2022,0.333,4,3,0,0,0.333,0.333,0.666,0.5,0.3,0,0.0,0,0.0,0.0,-
조용호,KT,2022,0.308,131,474,52,3,0.374,0.382,0.756,0.293,68.9,"['좌익수', '우익수']",0.1995,718,9.0,5.0,55.6
알포드,KT,2022,0.286,80,283,48,14,0.362,0.509,0.871,0.239,52.4,0,0.0,0,6.0,5.0,83.3
김민혁,KT,2022,0.284,132,373,47,0,0.349,0.322,0.671,0.279,41.2,"['좌익수', '우익수']",0.1385,393 2/3,15.0,6.0,40.0
박병호,KT,2022,0.275,124,429,72,35,0.349,0.559,0.908,0.259,83.6,0,0.0,0,8.0,5.0,62.5
김준태,KT,2022,0.273,98,231,28,4,0.360,0.403,0.763,0.25,34.8,0,0.0,0,2.0,2.0,100
배정대,KT,2022,0.266,144,508,64,6,0.339,0.356,0.695,0.281,67.7,['중견수'],-0.231,1221 1/3,23.0,19.0,82.6
황재균,KT,2022,0.262,141,519,59,10,0.335,0.380,0.715,0.303,63.2,"['3루수', '1루수']",-0.1665,1125,9.0,6.0,66.7
장성우,KT,2022,0.260,117,362,48,18,0.353,0.439,0.792,0.277,56.7,['포수'],1.547,952,1.0,1.0,100
라모스,KT,2022,0.250,18,72,10,3,0.304,0.417,0.721,0.1,9.6,0,0.0,0,2.0,2.0,100
장준원,KT,2022,0.246,35,57,7,3,0.283,0.439,0.722,0.364,5.7,0,0.0,0,1.0,1.0,100
강백호,KT,2022,0.245,62,237,24,6,0.312,0.371,0.683,0.23,27.4,['1루수'],0.005,1064,0.0,0.0,-
심우준,KT,2022,0.240,132,388,69,4,0.316,0.302,0.618,0.175,42.6,['유격수'],0.761,1157,25.0,23.0,92.0
홍현빈,KT,2022,0.237,61,76,8,0,0.326,0.263,0.589,0.087,8.0,"['좌익수', '중견수', '우익수']",0.25366666666666665,79,4.0,4.0,100
오윤석,KT,2022,0.234,112,286,23,6,0.322,0.343,0.665,0.186,34.5,0,0.0,0,3.0,2.0,66.7
문상철,KT,2022,0.224,28,49,5,2,0.269,0.408,0.677,0.083,4.9,['1루수'],-0.266,146 1/3,1.0,1.0,100
유준규,KT,2022,0.214,7,14,3,0,0.267,0.214,0.481,0.25,0.8,0,0.0,0,0.0,0.0,-
김병희,KT,2022,0.203,41,74,8,1,0.294,0.270,0.564,0.19,5.4,"['3루수', '1루수', '2루수']",-0.11299999999999999,61,3.0,0.0,0.0
신본기,KT,2022,0.182,74,121,9,1,0.254,0.231,0.485,0.179,5.9,0,0.0,0,1.0,0.0,0.0
송민섭,KT,2022,0.156,119,64,17,0,0.217,0.234,0.451,0.214,2.5,"['좌익수', '우익수', '중견수']",0.07266666666666667,217,2.0,0.0,0.0
이시원,KT,2022,0.133,31,15,6,0,0.188,0.133,0.321,0.2,0.5,0,0.0,0,2.0,2.0,100
권동진,KT,2022,0.132,48,38,9,0,0.154,0.211,0.365,0.091,1.3,0,0.0,0,4.0,4.0,100
박경수,KT,2022,0.120,100,166,13,3,0.234,0.193,0.427,0.122,7.6,['2루수'],-0.193,746 1/3,0.0,0.0,-
고명성,KT,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김재윤,KT,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
김태훈,KT,2022,0.000,7,10,0,0,0.000,0.000,0.000,0.0,-0.9,0,0.0,0,0.0,0.0,-
문상인,KT,2022,0.000,12,3,2,0,0.000,0.000,0.000,0.0,-0.7,['포수'],0.026,7,0.0,0.0,-
박영현,KT,2022,-,4,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
배제성,KT,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
심재민,KT,2022,-,2,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
양승혁,KT,2022,0.000,11,5,0,0,0.000,0.000,0.000,0.0,-0.6,0,0.0,0,2.0,1.0,50.0
이상우,KT,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
이정현,KT,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
조대현,KT,2022,0.000,6,4,0,0,0.000,0.000,0.000,0.0,-0.4,0,0.0,0,0.0,0.0,-
주권,KT,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
지명성,KT,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
권혁경,KIA,2022,0.500,2,2,0,0,0.500,0.500,1.000,0.5,0.4,['포수'],-0.039,4,0.0,0.0,-
김선우,KIA,2022,0.333,3,3,1,0,0.500,0.333,0.833,0.0,0.7,['포수'],-0.046,3,0.0,0.0,-
박정우,KIA,2022,0.333,16,3,2,0,0.333,0.333,0.666,0.5,0.3,['중견수'],0.059,18,0.0,0.0,-
나성범,KIA,2022,0.320,144,563,92,21,0.402,0.508,0.910,0.316,110.9,['우익수'],-0.196,1131 2/3,7.0,6.0,85.7
소크라테스,KIA,2022,0.311,127,514,83,17,0.354,0.494,0.848,0.296,82.8,"['중견수', '좌익수', '우익수']",-0.04833333333333334,1084 2/3,19.0,12.0,63.2
이창진,KIA,2022,0.301,111,346,56,7,0.374,0.402,0.776,0.29,52.3,"['좌익수', '중견수', '우익수']",-0.165,776 2/3,8.0,3.0,37.5
이우성,KIA,2022,0.292,80,120,23,1,0.361,0.375,0.736,0.258,14.1,"['좌익수', '우익수', '중견수']",-0.22433333333333336,280,4.0,1.0,25.0
김선빈,KIA,2022,0.287,140,505,51,3,0.373,0.350,0.723,0.265,69.7,['2루수'],0.071,1134 1/3,15.0,13.0,86.7
고종욱,KIA,2022,0.283,62,106,13,2,0.327,0.425,0.752,0.296,13.8,['좌익수'],-0.211,28,1.0,1.0,100
류지혁,KIA,2022,0.274,127,405,55,2,0.369,0.346,0.715,0.305,55.6,"['3루수', '1루수', '2루수']",-0.20800000000000005,950 2/3,12.0,8.0,66.7
김호령,KIA,2022,0.273,54,77,21,1,0.333,0.351,0.684,0.222,8.1,['중견수'],0.066,209,3.0,2.0,66.7
박찬호,KIA,2022,0.272,130,493,81,4,0.344,0.341,0.685,0.277,67.1,"['유격수', '2루수']",0.7085,1115 1/3,50.0,42.0,84.0
최형우,KIA,2022,0.264,132,454,55,14,0.366,0.421,0.787,0.282,71.1,['좌익수'],0.113,133,1.0,1.0,100
황대인,KIA,2022,0.256,129,476,40,14,0.315,0.401,0.716,0.296,56.4,['1루수'],-1.194,1041 1/3,0.0,0.0,-
박동원,KIA,2022,0.242,123,385,52,18,0.334,0.436,0.770,0.234,56.5,['포수'],1.141,865,1.0,1.0,100
김도영,KIA,2022,0.237,103,224,37,3,0.312,0.362,0.674,0.259,27.3,"['3루수', '유격수']",0.625,567 2/3,16.0,13.0,81.3
김규성,KIA,2022,0.180,70,50,14,1,0.196,0.280,0.476,0.077,2.6,"['2루수', '3루수', '1루수']",-0.041999999999999996,172 2/3,0.0,0.0,-
한승택,KIA,2022,0.176,66,102,11,1,0.261,0.225,0.486,0.16,6.5,['포수'],0.699,299 2/3,0.0,0.0,-
김석환,KIA,2022,0.149,51,94,15,3,0.252,0.266,0.518,0.125,6.9,"['좌익수', '1루수', '우익수']",-0.021333333333333333,204 2/3,0.0,0.0,-
최정용,KIA,2022,0.091,30,22,5,0,0.091,0.091,0.182,0.0,-0.8,"['2루수', '3루수']",-0.0155,49 2/3,0.0,0.0,-
임석진,KIA,2022,0.071,10,14,4,1,0.235,0.286,0.521,0.0,0.8,"['3루수', '1루수']",-0.012,39 2/3,0.0,0.0,-
김재열,KIA,2022,-,1,0,0,0,-,-,-,0.0,0.0,0,0.0,0,0.0,0.0,-
나지완,KIA,2022,0.000,2,1,0,0,0.000,0.000,0.000,0.0,-0.1,0,0.0,0,0.0,0.0,-
류승현,KIA,2022,0.000,3,3,0,0,0.000,0.000,0.000,0.0,-0.3,0,0.0,0,0.0,0.0,-
박민,KIA,2022,0.000,6,2,1,0,0.000,0.000,0.000,0.0,-0.2,['유격수'],0.017,3,0.0,0.0,-
신범수,KIA,2022,0.000,2,3,0,0,0.000,0.000,0.000,0.0,-0.3,['포수'],0.04,8,0.0,0.0,-
이정훈,KIA,2022,0.000,6,8,0,0,0.200,0.000,0.200,0.0,-0.1,0,0.0,0,0.0,0.0,-
이천웅,LG,2023,1.000,4,3,0,0,1.000,1.000,2.000,1.0,1.5,['좌익수'],-0.017,2,0.0,0.0,-
홍창기,LG,2023,0.332,141,524,109,1,0.444,0.412,0.856,0.361,98.6,"['우익수', '좌익수', '중견수']",0.32933333333333337,1123,46.0,23.0,50.0
안익훈,LG,2023,0.318,11,22,1,0,0.348,0.364,0.712,0.333,2.7,"['우익수', '좌익수', '중견수']",-0.005333333333333333,56,0.0,0.0,-
오스틴,LG,2023,0.313,139,520,87,23,0.376,0.517,0.893,0.299,96.6,"['1루수', '우익수']",-0.34299999999999997,939 1/3,10.0,7.0,70.0
